idx,question,category,mrr,ndcg,coverage_%,accuracy,completeness,relevance,embedding_model,llm_model,chroma_collection,note,timestamp
0,Who are the authors of the Agentic AI survey paper?,direct_fact,1.0,1.0,100.0,5.0,5.0,4.0,e5-large-v2,Mistral-Large-3,research_papers,"RecursiveCharacterChunker(
            chunk_size=500,
            chunk_overlap=100,
        )",2026-07-11_13-50-38
1,Which institutions is Fadi Dornaika affiliated with?,direct_fact,1.0,1.0,100.0,5.0,5.0,4.0,e5-large-v2,Mistral-Large-3,research_papers,"RecursiveCharacterChunker(
            chunk_size=500,
            chunk_overlap=100,
        )",2026-07-11_13-50-38
2,What is 'conceptual retrofitting' as described in the paper?,direct_fact,0.6666666666666666,0.6348070840351316,66.66666666666666,5.0,5.0,4.0,e5-large-v2,Mistral-Large-3,research_papers,"RecursiveCharacterChunker(
            chunk_size=500,
            chunk_overlap=100,
        )",2026-07-11_13-50-38
3,What systematic review framework does the paper's methodolog,direct_fact,1.0,1.0,100.0,5.0,5.0,4.0,e5-large-v2,Mistral-Large-3,research_papers,"RecursiveCharacterChunker(
            chunk_size=500,
            chunk_overlap=100,
        )",2026-07-11_13-50-38
4,How many studies make up the final corpus of the survey?,numerical,1.0,0.8358491538628612,100.0,5.0,4.0,3.0,e5-large-v2,Mistral-Large-3,research_papers,"RecursiveCharacterChunker(
            chunk_size=500,
            chunk_overlap=100,
        )",2026-07-11_13-50-38
5,How many records were identified through database searching ,numerical,0.25,0.31546487678572877,50.0,5.0,4.0,4.0,e5-large-v2,Mistral-Large-3,research_papers,"RecursiveCharacterChunker(
            chunk_size=500,
            chunk_overlap=100,
        )",2026-07-11_13-50-38
6,How many records remained after duplicates were removed?,numerical,0.5,0.5,50.0,5.0,5.0,4.0,e5-large-v2,Mistral-Large-3,research_papers,"RecursiveCharacterChunker(
            chunk_size=500,
            chunk_overlap=100,
        )",2026-07-11_13-50-38
7,How many studies were excluded during title and abstract scr,numerical,1.0,0.957071238671899,100.0,5.0,5.0,5.0,e5-large-v2,Mistral-Large-3,research_papers,"RecursiveCharacterChunker(
            chunk_size=500,
            chunk_overlap=100,
        )",2026-07-11_13-50-38
8,How many articles were confirmed eligible after full-text as,numerical,0.6666666666666666,0.611606693067444,66.66666666666666,5.0,5.0,5.0,e5-large-v2,Mistral-Large-3,research_papers,"RecursiveCharacterChunker(
            chunk_size=500,
            chunk_overlap=100,
        )",2026-07-11_13-50-38
9,How many seminal symbolic-paradigm papers were added in the ,numerical,1.0,0.9400097341066683,100.0,5.0,3.0,5.0,e5-large-v2,Mistral-Large-3,research_papers,"RecursiveCharacterChunker(
            chunk_size=500,
            chunk_overlap=100,
        )",2026-07-11_13-50-38
10,How many elements make up the tuple that formally defines a ,numerical,1.0,1.0,100.0,5.0,5.0,5.0,e5-large-v2,Mistral-Large-3,research_papers,"RecursiveCharacterChunker(
            chunk_size=500,
            chunk_overlap=100,
        )",2026-07-11_13-50-38
11,"In what year did the Transformer architecture emerge, accord",temporal,0.5,0.6309297535714575,100.0,5.0,4.0,5.0,e5-large-v2,Mistral-Large-3,research_papers,"RecursiveCharacterChunker(
            chunk_size=500,
            chunk_overlap=100,
        )",2026-07-11_13-50-38
12,What time period does the paper assign to the Agentic AI Era,temporal,1.0,1.0,100.0,5.0,5.0,5.0,e5-large-v2,Mistral-Large-3,research_papers,"RecursiveCharacterChunker(
            chunk_size=500,
            chunk_overlap=100,
        )",2026-07-11_13-50-38
13,What publication date range did the review's inclusion crite,temporal,1.0,1.0,100.0,5.0,3.0,5.0,e5-large-v2,Mistral-Large-3,research_papers,"RecursiveCharacterChunker(
            chunk_size=500,
            chunk_overlap=100,
        )",2026-07-11_13-50-38
14,What five historical eras of AI does the paper's timeline ch,temporal,0.17333333333333334,0.26466784103887525,60.0,4.0,3.0,4.0,e5-large-v2,Mistral-Large-3,research_papers,"RecursiveCharacterChunker(
            chunk_size=500,
            chunk_overlap=100,
        )",2026-07-11_13-50-38
15,How does the paper distinguish an AI Agent from Agentic AI a,spanning,0.8333333333333334,0.8033173664765049,100.0,5.0,5.0,4.0,e5-large-v2,Mistral-Large-3,research_papers,"RecursiveCharacterChunker(
            chunk_size=500,
            chunk_overlap=100,
        )",2026-07-11_13-50-38
16,How do coordination mechanisms differ between the symbolic a,spanning,0.0625,0.17377940409852818,50.0,5.0,4.0,5.0,e5-large-v2,Mistral-Large-3,research_papers,"RecursiveCharacterChunker(
            chunk_size=500,
            chunk_overlap=100,
        )",2026-07-11_13-50-38
17,How does the paper connect the choice of architectural parad,spanning,0.65625,0.6356546786006141,100.0,5.0,5.0,4.0,e5-large-v2,Mistral-Large-3,research_papers,"RecursiveCharacterChunker(
            chunk_size=500,
            chunk_overlap=100,
        )",2026-07-11_13-50-38
18,How does the paper contrast MDPs and POMDPs?,comparative,0.611111111111111,0.721190206528787,100.0,5.0,5.0,4.0,e5-large-v2,Mistral-Large-3,research_papers,"RecursiveCharacterChunker(
            chunk_size=500,
            chunk_overlap=100,
        )",2026-07-11_13-50-38
19,How does transparency and explainability differ between the ,comparative,0.5,0.6309297535714575,100.0,5.0,5.0,4.0,e5-large-v2,Mistral-Large-3,research_papers,"RecursiveCharacterChunker(
            chunk_size=500,
            chunk_overlap=100,
        )",2026-07-11_13-50-38
20,How does the paper compare the flexibility and verifiability,comparative,0.24772727272727274,0.4120712992667009,100.0,5.0,5.0,4.0,e5-large-v2,Mistral-Large-3,research_papers,"RecursiveCharacterChunker(
            chunk_size=500,
            chunk_overlap=100,
        )",2026-07-11_13-50-38
21,What are the two cognitive architectures the paper identifie,direct_fact,1.0,0.8315546295836225,100.0,5.0,5.0,5.0,e5-large-v2,Mistral-Large-3,research_papers,"RecursiveCharacterChunker(
            chunk_size=500,
            chunk_overlap=100,
        )",2026-07-11_13-50-38
22,"What primary mechanism does CrewAI use, and where is it appl",relationship,0.7037037037037037,0.6369109420072732,100.0,5.0,5.0,4.0,e5-large-v2,Mistral-Large-3,research_papers,"RecursiveCharacterChunker(
            chunk_size=500,
            chunk_overlap=100,
        )",2026-07-11_13-50-38
23,Which framework is associated with Retrieval-Augmented Gener,relationship,0.25,0.31546487678572877,50.0,5.0,5.0,4.0,e5-large-v2,Mistral-Large-3,research_papers,"RecursiveCharacterChunker(
            chunk_size=500,
            chunk_overlap=100,
        )",2026-07-11_13-50-38
24,What real-world hybrid example does the paper give for robot,relationship,0.5,0.6309297535714575,100.0,5.0,5.0,5.0,e5-large-v2,Mistral-Large-3,research_papers,"RecursiveCharacterChunker(
            chunk_size=500,
            chunk_overlap=100,
        )",2026-07-11_13-50-38
25,What company's product is given as the example of neural/orc,direct_fact,1.0,1.0,100.0,5.0,4.0,5.0,e5-large-v2,Mistral-Large-3,research_papers,"RecursiveCharacterChunker(
            chunk_size=500,
            chunk_overlap=100,
        )",2026-07-11_13-50-38
26,What system is cited as the example of the symbolic/determin,direct_fact,1.0,1.0,100.0,5.0,4.0,5.0,e5-large-v2,Mistral-Large-3,research_papers,"RecursiveCharacterChunker(
            chunk_size=500,
            chunk_overlap=100,
        )",2026-07-11_13-50-38
27,What two benchmarks does the paper mention for evaluating ag,direct_fact,0.5,0.5714285040141098,100.0,4.0,3.0,4.0,e5-large-v2,Mistral-Large-3,research_papers,"RecursiveCharacterChunker(
            chunk_size=500,
            chunk_overlap=100,
        )",2026-07-11_13-50-38
28,What are the three levels of agency proposed in the paper's ,holistic,1.0,1.0,100.0,3.0,2.0,3.0,e5-large-v2,Mistral-Large-3,research_papers,"RecursiveCharacterChunker(
            chunk_size=500,
            chunk_overlap=100,
        )",2026-07-11_13-50-38
29,What is the central argument the paper makes about the futur,holistic,0.6666666666666666,0.6268083167019946,66.66666666666666,4.0,5.0,4.0,e5-large-v2,Mistral-Large-3,research_papers,"RecursiveCharacterChunker(
            chunk_size=500,
            chunk_overlap=100,
        )",2026-07-11_13-50-38
30,"What does the paper describe as the 'attribution gap,' and w",relationship,1.0,0.9424659745240428,100.0,5.0,5.0,4.0,e5-large-v2,Mistral-Large-3,research_papers,"RecursiveCharacterChunker(
            chunk_size=500,
            chunk_overlap=100,
        )",2026-07-11_13-50-38
31,How do the paper's identified research gaps in Long-term Aut,comparative,0.0,0.0,0.0,4.0,4.0,4.0,e5-large-v2,Mistral-Large-3,research_papers,"RecursiveCharacterChunker(
            chunk_size=500,
            chunk_overlap=100,
        )",2026-07-11_13-50-38
